white_id,white_rating 
luckyxthirteen                                                                                      ,1323
daniman                                                                                             ,1371
luca275                                                                                             ,1730
leon1999                                                                                            ,1858
mad_giraffe                                                                                         ,1850
hamouda                                                                                             ,1410
blagoma                                                                                             ,1670
igoro2014                                                                                           ,1325
tjwds                                                                                               ,1484
peaopreto                                                                                           ,1291
john007                                                                                             ,1265
yop88                                                                                               ,1455
ustag                                                                                               ,1892
socal                                                                                               ,1443
hergo731                                                                                            ,1795
sansoni                                                                                             ,1484
mamontidla                                                                                          ,1672
kossta                                                                                              ,1685
tinasoria                                                                                           ,1386
discofox                                                                                            ,2152
lifeandstuff                                                                                        ,2064
alpay                                                                                               ,1834
ahmetrasay                                                                                          ,1663
enron                                                                                               ,1616
lauraschmidt                                                                                        ,1715
chalomaria                                                                                          ,1687
kasikelatino                                                                                        ,1800
expert_m16                                                                                          ,2003
alibaba2014                                                                                         ,1723
kjaliner                                                                                            ,1554
thoughtpolice                                                                                       ,1810
cuzinvinny                                                                                          ,1724
agazamiseh                                                                                          ,1406
terrytee1984                                                                                        ,1412
alejandrobr                                                                                         ,2315
upandcomer                                                                                          ,2196
koen                                                                                                ,1855
franco47                                                                                            ,1202
mailmukulgupta                                                                                      ,1386
graf5                                                                                               ,1830
79165333785                                                                                         ,1781
nik2                                                                                                ,1613
juanin                                                                                              ,1589
20200                                                                                               ,1238
k987654                                                                                             ,1708
shamiknag                                                                                           ,1706
lucatiel-of-mirrah                                                                                  ,788
zbyszektato                                                                                         ,1437
vitorsoares                                                                                         ,955
aleksandar                                                                                          ,1411
posta55                                                                                             ,1523
srgriffin                                                                                           ,1366
effeundici                                                                                          ,1500
rieff                                                                                               ,1130
geordiechess                                                                                        ,1394
zazz4                                                                                               ,1998
djouah1                                                                                             ,1276
pi0n_izq1erdo                                                                                       ,1527
miriammarques                                                                                       ,1432
ktikkani                                                                                            ,1144
jepulis                                                                                             ,1781
madi1691                                                                                            ,1601
qui_                                                                                                ,1939
sinasepehr                                                                                          ,1620
bero                                                                                                ,1648
palladio                                                                                            ,1647
fyfnjkbq1959                                                                                        ,1869
whzgud                                                                                              ,1500
azzohha                                                                                             ,1561
von                                                                                                 ,1328
plan10                                                                                              ,1500
canabidiol                                                                                          ,801
fisherman1                                                                                          ,1207
tunara                                                                                              ,1403
tvlamp                                                                                              ,1484
isaachanson                                                                                         ,1500
killer81                                                                                            ,2206
puuntuuppaaja                                                                                       ,2074
tengiz12                                                                                            ,2111
marren47                                                                                            ,1123
chessatwar_99                                                                                       ,1506
kaster-2002                                                                                         ,1408
eric55                                                                                              ,1130
ryuaraki                                                                                            ,1158
theshelton                                                                                          ,1658
gorik04                                                                                             ,1422
5meodipt                                                                                            ,1374
jamiljjj26                                                                                          ,1448
hasanarzum                                                                                          ,1154
organ716                                                                                            ,1496
redwood                                                                                             ,1433
chesslife                                                                                           ,1436
ivm1968                                                                                             ,1502
bigkingamir                                                                                         ,952
bidar                                                                                               ,1569
patrick71bsp                                                                                        ,1340
revolverocelot                                                                                      ,1199
pocketwhale                                                                                         ,1176
dima90                                                                                              ,1281
gerardfredj                                                                                         ,1359
kutetalky                                                                                           ,1211
jesuisenechec                                                                                       ,1393
moana                                                                                               ,1225
dan00b                                                                                              ,1061
gintokichimaru                                                                                      ,1568
chetirekonia                                                                                        ,1273
mikelet                                                                                             ,1711
amin13                                                                                              ,1631
traxtor8                                                                                            ,1419
kigasu0424                                                                                          ,1500
baba1335                                                                                            ,1500
zynko                                                                                               ,1506
smopet                                                                                              ,1677
copeica                                                                                             ,1627
gojkostilvs                                                                                         ,1690
happyboyy                                                                                           ,1784
i_am_mariam                                                                                         ,1363
stefanojack2                                                                                        ,1703
pachiviris                                                                                          ,1352
penesin                                                                                             ,1377
lubo10                                                                                              ,1466
brauliobd947717                                                                                     ,1445
diegozmh7                                                                                           ,1500
libertas                                                                                            ,1415
gohardlikeputin                                                                                     ,1500
romualdos                                                                                           ,1549
cropsy                                                                                              ,1500
moty1                                                                                               ,1500
vindiomax                                                                                           ,1251
pen18                                                                                               ,1580
alliekatxoxo1                                                                                       ,807
miladghasemi                                                                                        ,1011
nekiy                                                                                               ,1529
audi-razborka                                                                                       ,1671
slavam                                                                                              ,1444
skylar-morgan123                                                                                    ,1121
vulpinigunner                                                                                       ,1375
quao                                                                                                ,1501
joker_01                                                                                            ,1312
corshun                                                                                             ,1410
scardanelli                                                                                         ,1198
cocoronco123                                                                                        ,1500
cptobvious                                                                                          ,1500
gr3ch                                                                                               ,1209
paulusii                                                                                            ,1527
retro13                                                                                             ,1500
ahmed_hisham                                                                                        ,1500
toroid                                                                                              ,1500
okanava                                                                                             ,1458
sashik                                                                                              ,2059
rtrtyey                                                                                             ,1667
brahim_mkr                                                                                          ,1348
kamikazo                                                                                            ,1550
trial-__gre                                                                                         ,1588
xstyle                                                                                              ,1526
bensk                                                                                               ,1517
giuseppe-nantes                                                                                     ,1361
ostap1964                                                                                           ,1772
hakimalami                                                                                          ,1301
droningbard                                                                                         ,1213
zer001                                                                                              ,1352
alizarei                                                                                            ,1338
tori92                                                                                              ,2096
reza-kondazi                                                                                        ,1920
ashilov                                                                                             ,2004
huntermind                                                                                          ,1788
aalmeida                                                                                            ,1819
vit2014                                                                                             ,2136
2700172                                                                                             ,1922
nolp                                                                                                ,2063
jafari                                                                                              ,1804
pikur                                                                                               ,1834
diogen613                                                                                           ,1867
vladimir-kramnik-1                                                                                  ,1653
iosif22                                                                                             ,1692
reabb                                                                                               ,1709
ponchic                                                                                             ,1631
masa-90                                                                                             ,1723
aleksey-2014                                                                                        ,1642
fedorstar                                                                                           ,1763
toka                                                                                                ,1664
chp-3                                                                                               ,1500
viktor1962                                                                                          ,1704
billooji                                                                                            ,1680
m0davis                                                                                             ,1757
omid123                                                                                             ,1666
cakmakfevzi2012                                                                                     ,1654
santozmitro                                                                                         ,1680
yventus2014                                                                                         ,1754
eldari                                                                                              ,1713
riverok                                                                                             ,1795
epphi                                                                                               ,1658
penkovm                                                                                             ,1721
navik                                                                                               ,1656
rubi                                                                                                ,1686
darjov                                                                                              ,1606
patolino                                                                                            ,1519
chulic                                                                                              ,1612
dipjoy                                                                                              ,1633
prodem                                                                                              ,1696
airblade92                                                                                          ,1743
faraon7                                                                                             ,1630
hercule-poivrot                                                                                     ,1609
bageryan                                                                                            ,1508
lillero                                                                                             ,1812
great-mate-super-gre                                                                                ,1628
alhshah                                                                                             ,1253
gemes                                                                                               ,1238
jjlopez                                                                                             ,1200
mrra                                                                                                ,1258
romanelli                                                                                           ,1387
dimch73                                                                                             ,1200
seyen                                                                                               ,1624
mohammad1534                                                                                        ,1325
fifthcategory                                                                                       ,1677
donni999                                                                                            ,1292
borntexan                                                                                           ,1325
smasherkiller                                                                                       ,1033
juan_ubago                                                                                          ,1521
coraumou                                                                                            ,1490
austindecoder                                                                                       ,828
tumla                                                                                               ,1245
dus                                                                                                 ,1090
rezasamimifar1380                                                                                   ,1576
dionisii                                                                                            ,1500
nickolay88                                                                                          ,1497
denry                                                                                               ,1129
fasd                                                                                                ,1233
hnlute                                                                                              ,1344
galina-slog                                                                                         ,1526
zenz                                                                                                ,1180
finkelfrand                                                                                         ,1582
axes                                                                                                ,1375
rodolfos                                                                                            ,1300
hamid_jalali                                                                                        ,1368
hurican                                                                                             ,1720
thebestofthebad                                                                                     ,830
justjack                                                                                            ,1442
projetoxadrez                                                                                       ,1376
myllarau                                                                                            ,1420
diction                                                                                             ,1429
erik13                                                                                              ,1384
tripleg                                                                                             ,1490
aloxe-corton                                                                                        ,1370
ozil17                                                                                              ,1464
nosoygonzalo                                                                                        ,1206
microcosmos                                                                                         ,1487
treehuggerdoug                                                                                      ,1248
thunder2008                                                                                         ,1310
marshall-3860                                                                                       ,1689
reven                                                                                               ,1528
yra                                                                                                 ,1447
trarara2                                                                                            ,1278
mohammad_baharan                                                                                    ,1403
arp-valois                                                                                          ,1344
virata                                                                                              ,1412
consilius                                                                                           ,1403
bozorgmehrha                                                                                        ,1321
pol22                                                                                               ,1368
yahourt                                                                                             ,1488
lupo                                                                                                ,1331
darthmazut                                                                                          ,1447
giko40                                                                                              ,1506
reneal                                                                                              ,1451
freeland                                                                                            ,1198
mrhankey                                                                                            ,1336
bedo77                                                                                              ,1444
tan123                                                                                              ,1511
einalz                                                                                              ,1521
mehran021                                                                                           ,1377
szinuhe                                                                                             ,1427
plaisirdejouer                                                                                      ,1610
apac1234                                                                                            ,1640
reza_zabihie                                                                                        ,1908
towhen                                                                                              ,1364
mostafalellahi                                                                                      ,1788
mahdi1365                                                                                           ,1148
xchuko                                                                                              ,1930
bolsasexpectadores                                                                                  ,1913
ghaffari                                                                                            ,1152
gt6y                                                                                                ,1967
innabalin                                                                                           ,1619
vfhbz                                                                                               ,1562
petronio                                                                                            ,1195
they2aproblem                                                                                       ,1176
check-mate95                                                                                        ,1099
singer                                                                                              ,1457
edv                                                                                                 ,1510
anna1992                                                                                            ,1508
archizavr                                                                                           ,1283
skayder                                                                                             ,1375
julaye3                                                                                             ,1860
salender                                                                                            ,1661
monuwio                                                                                             ,1670
jojo123456789                                                                                       ,1290
e_boechat                                                                                           ,1442
amanezcan                                                                                           ,1759
gomer1377                                                                                           ,1711
hamlex                                                                                              ,1252
hatembugdayci1983                                                                                   ,1775
tornade                                                                                             ,1578
dima0628                                                                                            ,1507
jd19eight0                                                                                          ,1402
navid777                                                                                            ,1787
blikk                                                                                               ,1501
goga123                                                                                             ,1419
corilus1                                                                                            ,1497
pashakombat                                                                                         ,1531
alpiste                                                                                             ,1567
sargonchess                                                                                         ,1526
erykkaspar                                                                                          ,1583
rogolprosov                                                                                         ,1694
edgar77                                                                                             ,1436
bc56                                                                                                ,1726
artem1986                                                                                           ,1627
canada84                                                                                            ,1889
beastly                                                                                             ,842
micaiahwa                                                                                           ,1076
tylik                                                                                               ,1507
scarletpimpernel                                                                                    ,1665
otari                                                                                               ,1435
mar2345                                                                                             ,1828
hamham                                                                                              ,1303
kiii                                                                                                ,1247
failguy                                                                                             ,1311
yazdaniyalda                                                                                        ,1398
goldenfork                                                                                          ,1381
julito                                                                                              ,899
trickysuperfreak                                                                                    ,1224
eyali_n                                                                                             ,1359
jquadrant                                                                                           ,1340
thonmy                                                                                              ,1429
xapo                                                                                                ,1253
boratkazak                                                                                          ,1231
sl0ba                                                                                               ,1415
pequenodragao                                                                                       ,1401
ledofin16                                                                                           ,1399
saeid1025                                                                                           ,1400
thespiritoflife                                                                                     ,1320
mithew                                                                                              ,1171
grasmester                                                                                          ,1500
kasparov3000                                                                                        ,1607
peonin                                                                                              ,1487
paultomasi                                                                                          ,1496
sina                                                                                                ,1622
steelviper                                                                                          ,1500
jeremi                                                                                              ,1375
michel_ferraz                                                                                       ,1197
andro79                                                                                             ,1320
ferkov                                                                                              ,1497
dftaylor                                                                                            ,1259
rbmagalhaes                                                                                         ,1665
chapson                                                                                             ,1329
halfwitted                                                                                          ,1005
totti                                                                                               ,1308
aykalugin                                                                                           ,1260
rlavin                                                                                              ,1299
holycow                                                                                             ,1576
dzubro                                                                                              ,2003
brichess                                                                                            ,1219
carelessmotion                                                                                      ,1381
alty                                                                                                ,1466
kijevatov                                                                                           ,1668
braunshveiygskiy                                                                                    ,2117
sayoko                                                                                              ,1498
gabrielvictor                                                                                       ,1459
ugrofin                                                                                             ,1449
codagirl                                                                                            ,1472
wacoomba                                                                                            ,1401
renigade                                                                                            ,1548
faridov                                                                                             ,1401
xavyay                                                                                              ,1532
cbalzereit                                                                                          ,1509
vulpecula_tngh                                                                                      ,1442
rchwan                                                                                              ,1440
ronaldski                                                                                           ,1500
tony98000                                                                                           ,1457
gippolo                                                                                             ,1507
dmitriyp                                                                                            ,1540
pawngod                                                                                             ,1487
sal7326                                                                                             ,1477
lucien62                                                                                            ,1402
numbskull1                                                                                          ,1455
r1o9e9l3                                                                                            ,1507
jose1957                                                                                            ,1434
vicky1990                                                                                           ,1500
morpheuz                                                                                            ,1504
hugolaruta                                                                                          ,1462
vya39550                                                                                            ,1391
bravegamer123                                                                                       ,1057
gabby                                                                                               ,1577
nicolehogey                                                                                         ,1272
ps01                                                                                                ,1500
felipe69                                                                                            ,1500
david87                                                                                             ,1277
shire5shir                                                                                          ,1896
delson                                                                                              ,1481
unzval                                                                                              ,1426
stoneworker                                                                                         ,1512
beka66                                                                                              ,1629
microcommega                                                                                        ,1760
vovkakuz                                                                                            ,1533
neom                                                                                                ,1537
systemd                                                                                             ,1260
tsem                                                                                                ,1976
fisher2012                                                                                          ,1768
muibad4756                                                                                          ,1500
dwi                                                                                                 ,1398
izzko                                                                                               ,1500
lookcloser                                                                                          ,1400
argot000                                                                                            ,1452
kostabrava                                                                                          ,1458
smchess729                                                                                          ,1906
ogx                                                                                                 ,1456
acidus                                                                                              ,1231
ashman                                                                                              ,1777
chery                                                                                               ,1944
